book_id,book_title,excerpt,target
4980,Old Granny Fox,visit sure new xxix bad dream chapter brown content take xxiv little coyote vii promise foolish hunting x wish happy old pasture go dinner napping gate hound impudent viii sun xi xix sens bath quacker xvi ii farmer growing xiii two xxvii ix afraid admits thinking xxi v xx storm eat xxvi caught vain plan talk hunt vi brings twice lost xxiii boy made get truly set thing xiv trap curious granny fat man forgets duck xxv bowser prickly xxviii xii stolen reddy three xxii iii hears xviii close fox hen porky iv xvii midnight home news grows enjoys,-0.5624737716209041
120,Treasure Island,sign admiral narrative first ship attack jolly end boat chest eight camp tree glass fighting trip roger dog disappears coracle old voyage go parole benbow blow abandoned heard chieftain spy cruise blind silver fall treasure tide voice one doctor war stockade two powder four part apple resumed last embassy run cook barrel island piece hunt israel strike five pointer sea shore ebb black among paper enemy hand flint spot garrison man council began buccaneer day six jim three captain continued appears adventure arm hawkins bristol,-0.8043703904701736
41,The Legend of Sleepy Hollow,sail broad whole dutch husband fact port little woodpecker far town adjacent eastern always quietest protection precise hill authentic denominated rural upon sound tarry spacious tavern prudently perhaps brook cove break former indent propensity occasional housewife greensburgh lap tappan bosom may told almost vouch one high two advert land quail murmur country inveterate sake lie generally place linger enough given ever rather repose shortened whistle navigator hudson name good shore among glide known tapping crossed mile nicholas village day river implored expansion tranquillity world market merely small zee uniform properly ancient st valley called lull,-1.6321462737634544
35,The Time Machine,unaccountable model dozen ivory follows must room conceived illuminated object provincial light forward sconce placed mayor kind front clock crystalline could mechanism leg looking upon took metallic glittering perhaps behind several framework fire candle stood also subtly incredible hearthrug bright almost explicit played u chair one absolutely drew two done fell left sat larger shaded mantel unless time octagonal medical traveller transparent nearest held right made substance shoulder set thing hand however delicately scarcely psychologist man brass alert watched filby trick scattered accepted condition appears young candlestick small arm adroitly profile low lamp fireplace table brilliantly explanation,-1.1882328841182799
30254,The Romance of Lust: A classic Victorian erotic novel,root distinctive hard outwardly eliza growth feature eldest perfectly thirteen great doodle tendency awakening room mary garden developed stiffen let unhooding notwithstanding sex bladder organ like formed guile fact amount little inkling child appearance habituated could finger surprise show feminine look body formation cock latterly upon swell without begun bald sufficiently passion discovered evelynâ together water knowledge prettily wood slightest approaching although curl excitement playing fastest develop wonderfully gave state way excited mount us moss mutual magnificent quite pain blind insert relieve symptom bed pressure u one slept certain often passed absolutely bensonâ eleven venus present miss piddle hooding looked done fifteen might mamma noviceâ calm sister egertonâ ten presenting round usâ enough handling naked younger piece even sensation feeling repose trying yet innocent attouchements manly instantly boy made progress mutually dawned treated full year caused wanted hand fat twelve longer squatted slit began pleasing crossed influence slight three different rise examined maryâ pinky similar nice another hesitation alone attempt mr tall age called correspondence,-1.2215372683263273
203,Uncle Tom's Cabin,satisfaction coarse feature great sitting ring many gold blue earnestness dressed thick account hitherto easy town furnished neckerchief come habit expression free evident said upward vest short bedecked p pretension watch approaching late much jingling way interval parlor servant subject quite gaudy convenient defiance discussing transcribe u chair one seem yellow afternoon general convenience two induce dining present attached garnished gayly bundle portentous sake variety flourishing wine party gentleman kentucky murray large flaunting even bedropped shall trying commonplace keeping well chain set wore heavy plentifully hand however elbow ardor spot man speaking size day seemed color graphic grammar swaggering mark strictly tie arranged specie desire world examined chilly various closely air seal critically alone profane low february conversation,-1.5386447483125971
215,The Call of the Wild,heart life fought first beach lived primordial kissed like imperative bored else town advance surprise never dog peril fight log knew flung civilization metallic equally though flash sun filled way nightmare peace need wolfish buck store jaw moment half hour teeth nothing experience near camped open safety curly eye profit every large husky action ripped leap neither suddenly grown wolf lesson made thing full loaf shock warning men swift alert size lazy day taught vicarious clip fang jerked seen victim face confusion friendly rest would unforgetable savage club creature law limb dyea true constantly,-1.204843008458175
158,Emma,authority living mildness handsome sixteen lived unite intimacy excellent ceased restraint consequence period little early died shadow directed le happy office marriage indulgent temper short father emma taylor together woman chiefly liked family comfortable one mother passed two existence miss hold youngest attached affection hardly sister place affectionate governess best supplied impose even daughter friend rich blessing long mistress disposition mutually indistinct year vex clever house caress esteeming away woodhouse seemed ago nominal highly world remembrance twenty distress fallen home allowed judgment mr fond particularly nearly,-1.0272799093485756
730,Oliver Twist,authority proving philosopher hungry great orphan situation deception infant month culprit stomach stipend originally provided depth clothing eight elderly child superintendence duly farmed word branch resolved upon knew uncomfortable juvenile without generation deeper still weekly use woman lowest much stood floor rising need quite may halfpenny greater head part thereby accurate experience diet parochial make systematic ten food workhouse worth round parental enough oliver female received even offender destitute sevenpence appropriated impart brought dignity nourishment good allowance inquired humility per hand magnanimously course house domiciled week perception overload finding reported mile consigned day deal consolation experimental whether three victim rolled twenty next humanely small shorter got replied wisdom twist treachery inconvenience poor law thirty parish consideration dispatched,-1.2567952185946765
135,Les Misérables,hell house myriel book virtue man civilization great asphyxia ois significance still since use earth woman seventy age degradation cannot ignorance light hunger bienvenu bishop human damnation possible artificially three wider adding amid unsolved world pronounced problem creating exist hauteville shall crippling child corruption poverty misã divine social word pauperism five long franã charles lack destiny century custom society decree fate element nature le law see part rables fail occupied year old,-1.858068564474491
236,The Jungle Book,strong paw hungry brother tiger mouth woke darzee lived nose camp chief little child animal tumbling clock hunting luck evening chant hill shadow never log white spread moon pack go said song father tavi forget shone seeonee scratched rid servant may majesty bandar gray one mother four teeth toomai cub warm bushy sleepy time hunt noble feeling seven dropped tail wolf good augrh get grasshopper across big going parade lukannon crossed yawned whined day rikki kaa spring cave world lay seal tikki tip elephant rest mowgli squealing shiv road threshold,-0.04225066001184308
26184,Simple Sabotage Field Manual,comprehensible abstract addressed must many z indirect simple group ordinary human restriction evacuation purposeful material government bring come x decree method stupidity attitude thrown immediate sabotage verbalization citizen freedom suggestion tool need may pressure completely gain conservationist often nature abolished hasten part deputy regarding information commissioner according assurance convincing might foreign stimulation food press liberty possible even motif arrive contrary specifically initiative obnoxious made habitually feasible ruling enemy instead probably personal anticipate day destruction inclination performs world frequently area stated toward committing particularly motive act,-1.5166528059761546
829,Gulliver's Travels into Several Remote Nations of the World,living punish loose great first publicly direction league minced yahoo whenever many thousand carried projector like vehicle human consent successively written fact cousin power account chief little kind material animal rational formerly could esteem omitted glorious work le put inserted remember feared voyage ought said unhappiness england whereof queen manner publish altogether knowledge several retirement pray although much frequent pious changed gave either renounce innuendo likewise anne decent nay uncorrect latter pleased hire majesty spoke one style university two think part correct godolphin see afraid hither sight reverence looked govern complain ready circumstance interpret people hardly therefore besides press round something gentleman applied time interpolator every know even shall thought five travel false hope academy oxford call made watchful memory minister especially passage considered thing prevailed year say monstrous giving hinted book detestable discourse herd second answer offence apt ago reign avoid principal inclination advice order master specie letter praise dampier world young paragraph lord brute distance houyhnhnm another indeed composition urgency reason particularly creature motive called,-1.9230581987712339
27827,The Kama Sutra of Vatsyayana,reprint private publication view remark benares public country translation cosmopoli without book enlightened proposed found translated british love literature manner olden introduction number circulation hover treating indicated kama punctuation complete dealt london take changed differently listed mouse portion standard sutra studying end sanscrit notice various give aphorism seven preface point subject everywhere small error shastra society custom certain concluding printer dedicated work minor especially mdccclxxxiii present considered part east called interest vatsyayana,-2.2201382666392906
5827,The Problems of Philosophy,life data philosopher first theory realized object keynes ordinary confident profited positive problem space induction could obstacle discussed sense gilbert philosophy suggestion exploring since former knowledge much regard way ultimate also difficult latter page unpublished carelessly valuable asked constructive relation writing following seem one certain greatly idea puzzling main occupies present moore sight might larger make derived volume something place topic possible probability murray professor confined even shall really thought dogmatically realizing e well assistance j treated say negative man criticism science metaphysics underlie answer seemed vagueness world merely physical reasonable doubt critically straightforward confusion launched briefly attempt reason g study question,-2.1481296211467256
19942,Candide,colored america headland bird tried publishing great title cliff many obvious written paraguay united vii far attractive error contrast catch printed balearic reader typographical candide word old change sound voyage ridicule generation monotony liveright since hundred length list fix state filled important wrote corrected later sailing silhouette need form silver contribution ayres one scarped buenos please see sight gayer looked broke acid find document cry library place complete naked possible ever writer publisher every island best mail voltaire atlantic altering five yet horizon made among found thing mist laughter year bottom text price book calabria modern mediterranean ionian day boni six aged glad inc three different world grow fifty pg quarter representative distance would martin notion cadiz copyright low,-1.4979544364759643
3600,Essays of Michel de Montaigne — Complete,gutenberg paulmier roman governor object uncertainty content xxxiii destriers art event roissy damage conference thumb malassize monsieur xxxii imagination parley xix xvi defect measure saying one often war justly folly xlviii sumptuary amoungst hour resemblance experience season dreux communicate mademoiselle v henry ceremony anger liberty even action custom xxx sorrow grandeur book men second parthian guienne happiness defence proceeding iii desire iv sick xvii clothes twenty employed la cea mean reason study ancient age life cicero liv new first xxix parsimony expends evil story perfect excellent fortune truth government vanity fear observed difficulty liar upon education xl xxxix punishment project editor ambassador prayer woman quick spurina xlvii xlvi viii soul way repentance capacity expense rule u die xiii xxvii sonnet ix bordeaux cry virtue drunkenness boitie lv till de younger vi idleness li xli honour physiognomy honesty judging folx subtlety wearing opinion xxv slow lii day wife xii chancellor judge whether three xviii lord inequality dangerous another arm solitude intention cripple consideration constancy augmented ordinance xxxvii xv chapter caesar france end xxxvi montaigne cowardice punished preface error x jurats coach change go smell isle father lvii democritus posting use estienne julius xi cato hinders soberly cannibal horse depends according xliii lie xx xliv heraclitus commerce plutarch signory king lansac pure relish arrive false ill good counsel pleasure seneca death greatness xxviii taste apology xxxviii counterfeit xxii moderation xxxv various xxxi recompense judgment virgil inconvenience law third friendship morrow glory privy xxiv mind nine conscience verse child vii laugh sleep xlv monseigneur word dupuy inconstancy managing battle passion carry l speech ii venice mesmes mother learn prince easily nothing affection xxi make force xxvi vain profit prognostication cruelty raimond received hospital xxiii name pedantry lvi divine xiv thing monstrous giving man bookmark obstinate avoid philosopy beyond xxxiv liii interview letter xlix sebond presumption xlii councillor diversion observation act,-1.9360416471117423
2500,Siddhartha,handsome glow light depth bank boat tree practising sang art shade riverbank discussion concentration spirit reflection partaking word knew poured father together wood already surrounded playing sun soul clear siddhartha wise forest grove one mother scholar fig silently offering feel near son bathing exhaling thinking debate meditation brahman ablution mango eye performing time om friend long sacred govinda boy made black shoulder talked indestructible house sal speak men universe taught river inhaling sunshine grew tanned young falcon service forehead atman,-1.1250761395534503
7142,The History of the Peloponnesian War,barbarian earliest broke inquiry nothing matter last thucydides preceded without peloponnesians said perfection great movement though quarrel ground athenian immediately department mankind carried greatest peloponnesian taking believing state beginning time hellene lapse evidence scale every either wrote world large belief even greece antiquity clearly practicable worthy point trust yet remote far hellenic indeed almost could rest relation delayed side would combatant event conclusion lead war history contemplation commencement moment preparation part race see back ascertained known,-2.140082912925388
113,The Secret Garden,going knew done polite untidy house scarcely native left toy pretty first love second taken people mary day want play nobody liked much like given gave stay way disagreeable fact anxious world know young english self older bungalow little give child absorbed distance supposed thought doubt nice servant clothes clergyman five shabby hated furious alone could always ayah expected nickname would snatching mother care made look two gone entire nearly quarreling poor miss age wore,-0.8353513217727034
4517,Ethan Frome,bettsbridge line striking great singled first must story step lameness content like vii saw look drag office trolley old drive white knew unapproachable took though breed lank several much viii family ruin rein pre bit post ii case pavement asked chronicle two figure easily frome ix sight backed stiffened foreign v massachusetts people driven generally sharp something time marked know even vi hear happens hollow stage bleak grizzled chain harmon across year drop jerk native brick man height pulled day ago checking longitude careless spite ethan colonnade iii seen different powerful fifty stockier iv various face surprised starkfield bay gow,-0.9430270449134743
1934,"Songs of Innocence, and Songs of Experience",lamb laughing price william night joy chimney rose lily schoolboy found email pebble nurse tiger pretty abstract brimley love song sunflower image angel pglaf answer garden transcribed mdcccci introduction infant earth dream poison ah david london vagabond human pound echoing spring cradle tree org green sick little blossom johnson divine blake holy page another bard curtis voice lost shepherd boy sweeper fly r clod guildford thursday girl tirzah black c ancient edition sorrow,-1.3275188202249135
42884,"The Philippine Islands, 1493-1898, Volume 33, 1519-1522",life publication america participant discovery narrative great new first hakluyt follows succeeding product footnote raccolta adhering rigidly end written fact amount navarrete account hitherto single magellan viages studi ambrosiana could throughout never biblioteca work none character word col spacing regular preserved translation madrid voyage unusual begun chronological editor annotation oriental writes exploration chiefly description reproduced also brief di h necessary specially design cast dot insert page valuable relation society appear certain peculiarity exists nature greater value present pigafetta part begin dash season document country instruction might induced v people drawn volume circumnavigation columbian place greatest notably synopsis york achievement render de even ferdinand point documenti series vocabulary presented rom italian e well sea exception original fourth minister especially commission royal instead antonio aimed indention public course advisable speaking adequately manuscript published mosto facsimile seemed f obtained addendum hanging order iii english world paragraph expedition iv various usually source guillemard abbreviation centenary preserving auspex history freely called chart,-2.3583918606819636
28054,The Brothers Karamazov,life hard vicious thirteen whole pretty national fyodor instance thousand else gloomy rouble abject ran stupidity looking describe still met hundred cash although remembered capable used smallest form landowner u district one fellow person tragic present spent happened land nothing son owing senselessness hardly karamazov fantastical place enough time shall appeared alexey yet owner majority well senseless call fastened among toady year known say death apparently men peculiar type began day ago affair pavlovitch dine worldly frequently next repeat shrewd intelligent estate fyodorovitch strange third proper table,-1.5118127008053488
147,Common Sense,reject raise america bradford w mdcclxxvi question new first undertaken choice addressed outcry quaker usurpation convert common favor power appearance thomson habit oppressed interesting never printed body work address equally england support perhaps sufficiently together several pretension save sufferer soon either contained creating give page following general defense matter thinking country might subsides make grievously inhabitant people combination generally added tumult aggravated heaven time sentiment king ordain know thought yet long custom formidable hath calling good right superficial call edition thing inquiry privilege undoubted fashionable procure man violent appendix sold wrong abuse inquire master philadelphia addition parliament mean reason february called,-1.8645722483559175
766,David Copperfield,experience life scene house somebody personal steerforth away discovery great new first liking resolution better become make people memorable birthday begin provided chapter sent david content like aunt disgrace beginning turn born dick enlarge profession younger circle neglected sens holiday mind choose copperfield account little corroborate preface acquaintance form charles salem another fall em home one boy afternoon mr observe look especially history retrospect happy ly edition sequel half dickens old change,-1.4587612333444806
43453,A Pickle for the Knowing Ones,kept ordered sure intemperate many object extract blanchard bishop provided preacher human traveling campaign irascible designed power supposed kind animal language timothy complains side refusal spirit office reader regular bonaparte luce physician pan though former entered soon filled security thither whose post coat latter wealthy apprenticeship laudatory one glove high certain style war honorable selling two genius son larger recommendation people library province generally ceremony place something accounted deficient sought gratify et time plumer thereof large rather pen shall purchased scarce ornament liberal sawing neither held dollar original thus spared county priding exercised among full hampshire instead curious embodied shoot sometimes painter public mob tar book travelling second soolt uncommon taught earned eagle mark obtaining master shipwreck desire english spellatim praise expence iv addition twenty warming small pickle composition jack monger addicted named reason elegant babson adam life production colored painted erected living philosopher maternal new first garden story gen cause month salary wretched commonly satisfied embelishments written fact india washington samuel fortune chief span extent interrupted little poem attributed injured eccentricity vanity west leather repeating printed splendid le dissipated unhurt unusually lamb ballad premise industrious minaret nancy successful viewing hereafter woman refused fire verbatim ould state much hawked heard way imported receiving mention knowing previously divorce independence capacity malden holland following peculiarity embellished school entire separation conspicuous pitt possession drunkenness lion variety western greatest label marquis unless statue gilt morgan indian negro january select feeling ruined stop well boy fourth call distinguished fame came caused house away peculiar maine speculator wife deliberately prodigal served sermon judge order born lord fifty different sagacious associated honest another arm dexter commercial interior hospitality went newbury apprentice gost poor excess ball seeing return selected line visitor serving top laurel thirteen visit release economical complaint george thousand charge lancaster supporter missing france surmounted amount distinction preface front could died money attracted work happy engaged coach european sargent merchant temper said qualification short livery father traded commenced knowledge use obliged soutabel wood eccentric nobility chiefly elected versatility able procured wheeling filling flight page may pleased catastrophe valuable patron called ware horse europe figure domestic practice four part land jefferson william forty circumstance drawn wicked bloody press added completed straw every property halibut entitled best newburyport daughter completion thought considerable imitation crowd owner lost brought good beautiful unique memory black became edition cornplanter remarkable wanted hat say tired price native crowned lucy arch dreadful taste cocked influence principal newspaper noted fringe grew seen world followed various murder moderate franklin service intellect degree mr wimen laureate whalebone correction door collecting great title biography viz eventually specimen justice serve artist consequence mind placed wall parsley jonathan verse child represent far neglect complied correspond countryman wreath lead put word strength business took thrown consisting citizen curiosity constitution declaration shrewdness taken manner accident still sentenced several length frock carriage abraham stood equipage newberry also directly give informed used individual pistol bed told voice shot relation writing person mentioned nature statement author exterior c prince idea present east contributed peper dresser affection horrid married open costly redeemed notoriety jun follow wished given inspection cruelty revel notice nelson cost wealth confinement inordinate star soldier painting roof inscription exceeding fired made auto stranger speculation effusion passage escaped treated found year introductory baronial wore cream hand street however apartment probably speak man shortly trade published image grenadier breech farming poet rag furniture adorned young companion incensed wooden impudently hung golden maker scroll would busied threatened afterwards accustomed obeyed true,-1.3589128330150384
8800,An Index of The Divine Comedy by Dante,return hard line kindles whatever gutenberg top capital automatially new title shortcut many applies chapter like archive connected rename technique enclosed dante using directory computer multi wish ebooks familiar project go download example mobile several use list zipped renamed also package h used may illustration format move two see find instruction open allow epub volume kindle disk html follow place desktop copied includes downloaded allows double nook index copy name click containing set divine back course link usual internet others viewer zip letter addition mobi file would commercial comedy named button newly connection device,-1.3299284887767815
103,Around the World in Eighty Days,life feature perfectly unwrinkled new handsome compact let perfect passepartout light human shaped wanting animal leroy expression hair carefully regulated said exactitude chronometer physiognomists betrayed passion somewhat much gave clear speech brief countenance magnificent kauffmann personified figure idea canvas whisker teeth forty lively make people quality calm london eye faith highest talk foot even rather appeared repose action well phase expressive phlegmatic call angelica year hand represented daily observing flurried madame men man type exactly wax phileas seemed balanced visited possessed pale master interview seen english various tussaud face indeed fine muttered degree mr fogg forehead skilfully tall composure limb age act,-1.4988189158037244
10007,Carmilla,surface great scantily many pass bargain picturesque eight retired nine front saw eminence feudal money never add old styria inhabit white comfort upon schloss lily go lonely england though father water hundred although swan much way solitary magnificent wealthy forest austrian primitive stocked part see pension nothing people perch cheap place enough bear ever wonder time castle even income purchased really residence moat narrow everything luxury name materially among year fleet raised sailed stand drawbridge answered patrimony slight english world marvelously small home service would mean estate road floating,-1.4061373603162983
42108,"The Slang Dictionary: Etymological, Historical and Andecdotal",authority dictionary production bench necessarily aware new first many applies entirely cause useful cultivated inquiring eventually standard like human connected wider end fresh mind opportunity hitherto squeamishness else kind try grade language introduced error could always difficulty studied student work â word change familiar beset treat though philology since former tongue use lowest much frequent heard dictionaryâ way habitation corrected give vulgar ii used subject compiler signally begging district society one bearing nature existence success ignore information find fifteen chatto circumstance regarded v fails make people significance hardly unwritten locution place cadgerâ uneducated slang alteration prison london understood impression time ever publisher every conversant pulpit know spoon vi shortest class everything lost well phase original among edition year reality wedgeâ street local course public bringing house undoubted book reference taste elapsed issue obtaining iii english merely iv wooden windus lasting meaning lover map dangerous lacked parliament produce bar would mean element colloquialism intention term safest,-1.314667787291334
600,Notes from the Underground,life living believe perfectly concerning tried aware bound must underground distinctly fragment let cause bad commonly formed medicine imaginary appearance else try superstitious event consider never character spiteful generation ail though better sufficiently still anyway note clear pay exist explain case may positively society one certain person doctor author introduces done nothing owing circumstance make disease mortifying besides added enough expose writer entitled know diary consult well understand recent made get diseased injuring however view course public past extremely probably man second anyone worse consulting precisely cannot spite respect nevertheless educated unattractive sick representative refuse actual liver midst,-1.9722649506173124
2148,The Works of Edgar Allan Poe — Volume 2,literary scheherazade ornot first must arabian refer like summary dã zohar strangely investigation little truth hitherto far farther error never interesting work lately reader old night go blame curiosity perhaps astonished discovered oriental altogether knowledge respecting jochaides much turn discover nouement occasion page saying europe mentioned gone author vizier depicted information topic except given american inaccurate even pardoned daughter shall consult stranger remarkable full known say isitsã course giving scarcely literature fiction inquisitive tellmenow quoted world meantime fate simeon least,-1.8388520356661118
3296,The Confessions of St. Augustine,heart son resistest find wherewith believe thy creation book without man great v first believed grant xii thee particle bear content believing viii sin preacher witness given restless proud xi iii faith hast knowing lord praise know preached iv vi infinite power rather ii art shall praised repose vii yet may ministry seek u x understand would xiii mortality call calling wisdom inspired knoweth incarnation delight greatly thyself awakest ix madest thou,-2.1342535034899486
6133,"The Extraordinary Adventures of Arsene Lupin, Gentleman-Burglar",life onslaught living charm new unknown intimacy ocean originality spontaneity acquaintance mingled sociable evening constituted fear consider preceding lead affable condemned jointly stopped upon voyage short perhaps monotony emanate manner commenced water several obliged agonizing consequently terrible much ending comfortable individual society pleasant existence tragic vessel steamship agreeably delightful sort make pas defying storm calm passenger anger sleepy diversity time ever island separated know even sensation select feeling extreme embark pleasure tempest grandeur provence swift man day command served world amusement transatlantic various wave la auspicious violence improvised enjoyed strange becomes,-1.4789779120716302
1998,Thus Spake Zarathustra: A Book for All and None,return soothsayer sign idol lxv quotation liv great new first awakening xxix apostate xv xxxvii evil introduction dance lxxiii thousand lxvi content preacher xxxiii xxiv lxxii xxxvi tree warrior lviii honey lxii child archaic vii virtuous leech x event hill spirit xlv gravity body spake culture lix shadow happy lxxiv old redemption pitiful marriage xl xxxix lxxix night joy higher convalescent immaculate isle song editor bite passion lvii criminal several lxx stillest woman olive l xlvii xlvi changed viii xxxii way note vision xi bedwarfing xix mount lxvii self creating xvi ii involuntary wise chair writing one xiii beggar fly often scholar war xxvii xlviii voluntary despisers part neighbour ix prudence hour metamorphosis lx land last noontide passing cry virtue xliii festival xxi v xx love closed xliv nietzsche wanderer lxxvii place goal punctuation xxvi lxiii lv academic surpassing bestowing king mirror talk vi bliss friend daughter zarathustra seven enigma chastity as sublime li lxxx prologue xxiii xli manly original thus fourth xxx famous greeting supper lxxv lxxi lvi among xiv thing longing sacrifice death perception backworldsmen usage man science xxv discourse forster second xxviii lii magician drunken priest xii lxxviii xxxviii sunrise poet pale xxxiv lxix three xxii liii desert iii xviii lxi xlix market paragraph pg young adder iv xxxv xxxi particular xvii lxiv seal distress home service reading melancholy xlii mr lxviii grave lxxvi tarantula ugliest rabble third table spelling,-1.3468586285175925
4363,Beyond Good and Evil,heart life arrow awe dogma whatever philosopher finest astrology jesuitism great friedrich first heir capitalized must evil discouraged everlasting morrow deception attack instance thousand gold let earth namely product footnote printing winning spelled today existed ecclesiastical sad human tomorrow idealize supposing ask edifice helen zimmern ceased fact suspecting surmounted mischief immemorial aim sufficed seriousness truth hitherto preface kind certainly far promise breath anywhere aid bring language error sleep restricted cited tyronism hoped method never asia conclusive work address spirit socrates millennium free put tension word european strength translation doctrine reprint wakefulness upon phrase egypt fostered caricature fundamental physician bow philosophy actually perhaps sufficiently still produced bracket democrat altered woman owe idealise pretension terrible although changed state soul unskilled deserved previously nightmare also seriously whose maintain nay rid dogmatist subject magnificent worst form may acuteness unseemly popular u draw following spoke one importunity plainer square reared style europe unbend format generalization audacious easily present german part seems spent feel matter find oppression last superstition decided might grand foreign lie invention youth people ground skeptic gasp dogmatizing patience wander wicked healthier super malady goal complete press liberty hoping play hemlock understood except vedanta time philosophical claim amounted perspective basis gunpowder every pure know even scoffer terrestrial noble italicized adaptation humanity really point labour yet ego puerilism twice neither inspiring e ise plato understand original ungrateful good mien enlightenment invented made corrupter sceptic containing thing year assumed hand text jesuit probably personal book speak struggle science imposing denial height democratic stand published second day earlier tensely confessed absolute grammar newspaper beyond inscribe credit strained order duty tiresome letter english condition solemn antiquity usually corrupted air platonism dangerous inversion enjoy failed indeed actual fallen distress architecture allowed service christianity would reading clumsy attempt enormous mean afterwards dogmatic paid freely nietzsche least furthest spelling ize italic,-1.6306590678384063
1399,Anna Karenina,mere cod nothing satisfaction house kitty physician go man peculiar shtcherbatskys patient iron first second handsome worse taken still day seemed oil examine youngish maintained harm natural felt consequently health state naked advice winter gave grew family spring modesty end barbarism restore every also merely young maiden alike relic handle thought pronounce ill silver asked abroad measure failing could held good doctor girl consultation liver nitrate celebrated third considered insult called came strength,-1.4601605002166156
140,The Jungle,line puny believe broad lightly story many fist let month central brown like flesh laugh silpnas could always energy working money work afterward pick disposed station stockyard go creep overflow much stood important clench occasion imagine pessimist told impatience restlessness one fellow certain moment fidgeting four hold half happened spent hour see rolling chosen feel nothing country might breaking sort make run people tell besides place round enough vain time ever dancing drinking even starve grievance yet crowd yes outside well boy good slowly made get talked moved muscle back say picked beaten men man stand second broken day arrival cannot want health proud young giant tramp air company boss arm chicago would jurgis beckoned,-0.341087652476356
863,The Mysterious Affair at Styles,peaceful house unaccountable evelyn subsequently fifteen away ointment man confess nurse middlingham mile telling dr process must manner asking day incident july extraordinary let cross month cannot attraction unable possible part manufacturing recapitulate letter know received expedition hospital imagine quite inglethorp arrived town bauerstein long saw preference begging come couple cavendish always society event working show fly style trial big often elicited mr wish convenience examination went departure tedious reader see howard exact reconciled,-1.4308579258260783
161,Sense and Sensibility,visitor invitation dear sanguine must john begged thousand carried husband take quiet pound earnestness amount mind fortune little child supposed cheerfulness relationship far could consider money degraded suited cheerful fancy dashwood marriage temper equally alloy eligible former remaining much ruin exist reminded subject expectation continuance posse mother greater think miss half feel season pressed affection accommodate impoverishing dashwoods related sister place installed blood possible claim plan ever till kindness civility large really appeared everything well boy generosity mistress pleasure treated considered sorrow known towards however house giving anybody away man neighbourhood harry exactly approve answer dreadful wife happiness consolation beyond accepted three sum condition different intended home would degree mr delight norland law poor rob,-1.4674261904413126
521,The Life and Adventures of Robinson Crusoe,whatever great first bound evil ship carried pocket ordinary entreaty fortune choose little wild habit always fore money mate office mast business upon voyage go though father sailor impressed harder enterprise coast learned vessel hurried might conceit africa make vulgarly indigested gentleman deaf time even yet presented neither good forcibly back say lieutenant view house away man worked worse influence board misfortune command guinea advice duty master learnt adventure clothes qualified indeed raising would went notion fate unfortunate called,-1.4893552054093462
3090,Complete Original Short Stories of Guy De Maupassant,milon marriage lieutenant duel gift colonel door madame beside louise man short mademoiselle wedding sale father wife prisoner volume story mustache water coup sex farm affair harriet boule horrible sauvage latin meeting family iii de fifi dispenser moribund etat baptiste iv little friend vol ii miss relic gamekeeper holy blind patron soldier lare original mother parisse donkey lancer impolite girl bertha epiphany two parricide indiscretion suif idea schopenhauer corpse moiron question roque,-0.9648662161775133
10,The King James Version of the Bible,land void upon life darkness firmament season created night sign abundantly without said great open yielding first deep second day together water let earth herb place morning dry lesser light seed beginning heaven fruit divided tree also whose gathering give kind grass face rule form bring saw may star fowl evening appear one sea brought god good fourth moving hath spirit made fly greater two creature moved unto third set divide called forth year gathered midst,-1.1515482027523551
37134,The Elements of Style,correction new hyphenation plain theory requirement nineteen commonly chapter field like similarly end maple brace aim problem space effort required student work body task cornell prefer howe comma use list note brief accordance give semicolon transcriber ii widest individual rule internal may application one style university including four sentence concentrating experience william instruction hovering score press punctuation york writer possible violated plan profit every marked professor pa lighten belief faithfully attention cover textbook original thus instructor harcourt made replicate provide instead principle text essential past book usage offered jr inc principal portion three iii english appears paragraph lay inconsistency twenty small company composition amendment strunk copyright based spelling cursor,-1.8869766714672322
